Link,Title,Location,Summary
https://kr.indeed.com/viewjob?jk=74dd680945a195f3,AI Frameworks Engineer Intern,서울,knowledge of deep learning technologies. Programming with Python or Shell script. Education Students who are currently...
https://kr.indeed.com/viewjob?jk=7a3bd948cb37d9bf,"[리얼클래스]백엔드 개발자 (Backend Developer, Python)",서울 강남구,통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL
https://kr.indeed.com/viewjob?jk=c47568a5a71d438e,2022년 ICT이노베이션스퀘어 인공지능(AI)/블록체인 3기 교육생,서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=1a66a679bcbc9f5b,2022년 파이썬활용 빅데이터 분석 전문가 국비무료 양성과정,서울 금천구,데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터마이닝... 템분석·설계>컨설팅|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=866931bc7d56ecec,플랫폼 콘텐츠 품질 관리자,서울 서초구,"미지 파일 이름 일괄 변환, 조건부 추출)- Chatbot 처리 결과 데이터 가공 자동화 [자격 요건]- Python, Java 등 프로그래밍을 할 수 있는 분- 데이터 추출, 변환, 분석, 학습 등의 과정을 통해 업무 효율..."
https://kr.indeed.com/viewjob?jk=22ffe020e40de675,[포티투마루] 인공지능(AI) 개발자 전 부문,서울 서초구,인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=98bd24a70c9ebc20,Developer Associate,서울,"Experience in multi-thread programming Experience in SQL, Python, Git Experienced... development on Linux environment..."
https://kr.indeed.com/viewjob?jk=9e154b5b00d09b31,Software Engineer - Python and K8s,서울,"we are building a new community around Python opscode for open source applications... who enjoy Python, have a passion..."
https://kr.indeed.com/viewjob?jk=b9662c8f23d56bb6,Backend Developer (Python/Senior/6년이상),서울 서초구,"니다.요기요는 국내 최대의 Python 개발 조직으로, 나아가 최고의 개발 조직이 되기 위해 노력합니다. Python 으로 server systems... 다져온 우리의 Python 개발 경험은 새로이 Python 세계에 들어오고..."
https://kr.indeed.com/viewjob?jk=79fc62d1be1499bd,IT부문 우수인재 (병역특례 포함),서울 마포구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷...
https://kr.indeed.com/viewjob?jk=d25bbfa5dedf5899,여행사업본부 6월 정기 수시,서울 중구,전략>사업제휴|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=f77f9abb42c655b7,[네이버계열사][NIT Service] 네이버 파이낸셜 플랫폼 운영,성남 분당구,"및 어플리케이션 배포 전략 지식 보유 - Shell script, python 및 web framework 등 기타 프로그래밍 언어 활용 가능... 보유 - Shell script, python 및 web framework..."
https://kr.indeed.com/viewjob?jk=7d25ed345d03c120,빅데이터 플랫폼(인프라) 운영 담당자 영입,성남 분당구,"SSO/LDAP/Sentry/Ranger 등 인증/권한 관리 기술 이해가 가능하신 분• Jupyter/ Python/R 등 활용 위한 데이터 분석 환경 구축을 경험해보신 분• 실시간 데이터 처리 시스템 구축, 운영 경험을 보유..."
https://kr.indeed.com/viewjob?jk=c36d1ebeab7c7987,22년 하반기 임용 공개,대전 유성구,게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>로봇소프트웨어개발자... 기획·전략>전략기획|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=62466c35af64fc31,2022년 해외 학/석/박사 과정 하계 인턴십,서울특별시,"our stack: Java, Python, SQL, Javascript... 시각적으로 파악하기 위한 Visualization 개발 - SQL, Python, Java 등의 프로그래밍 개발 - 애자일 또는 데브옵스 방법론 기반..."
https://kr.indeed.com/viewjob?jk=4abf59df14cb4390,서버 개발자 Python(Django) Developer (주니어),서울 마포구,요건- Python/Django 실무 1~3년- RDBMS에 대한 기본 지식- REST API에 대한 기본 지식- AWS 등 클라우드 환경에 대한 관심과 경험 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷...
https://kr.indeed.com/viewjob?jk=8ab99f09dbabedc5,Software Engineer Intern,서울,"nationals with valid residential status in Korea. Fluent in Python, shell scripts and C/C++. Fluent in JavaScript, HTML..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=fc93d092cb227b38,신입/경력사원,서울 마곡역,"Fi/BLE, ZigBee, LoRa 프로토콜 개발 및 디버깅 [경험/역량] - C/C++(필수), Python 경험 - 개발 경험(Field 이슈 해결 경험 보유 시 우대) · WiFi/BLE 등 Connectivity..."
https://kr.indeed.com/viewjob?jk=016de9bb83a8032d,JR0186078 AI Research Engineer Intern,서울,"architectures, and optimization strategiesProgramming skills with Python/C++Experience working with one or more deep learning..."
https://kr.indeed.com/viewjob?jk=2ad2f02e018a3e22,Data Scientist (산업기능요원/전문연구요원),서울 강남구,통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>데이터사이언스|인터넷·IT·통신·모바일·게임>데이터베이스...
https://kr.indeed.com/viewjob?jk=ad695cb2c767be8b,AI Research Engineer Intern,서울,optimization strategies. Programming skills with Python/C++. Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=3cd6f0c5f7dc5574,데이터플랫폼/기준정보 부문 경력,서울 강남구,"관리 2. 자격 요건 1) 필수 · Hadoop 데이터 플랫폼 사용 경험 · SQL, Spark(Scala, Python)등 데이터 처리 언어 1종 이상 숙련 · 대규모 트래픽 서비스, 대용량 배치처리 시스템의 Backend..."
https://kr.indeed.com/viewjob?jk=1601f1bfe3302af5,2022년 상반기 백엔드 개발자,성남 분당구,"및 경력자 우대 - IT관련 경진대회 수상자 우대 - JS, PHP, Python 등 Back End 관련 프로젝트 경험자 우대 - SQL관련 자격증... 진대회 수상자- JS, PHP, Python 등 Back End 관련 프로..."
https://kr.indeed.com/viewjob?jk=a91e307a449bbf1f,"Charging Operations Specialist, APAC Charging (English Speak...",서울 강남구,"Data science experience including coding/scripting skills ( Python/Ruby/JS/Perl... plus. Collaborative, team oriented..."
https://kr.indeed.com/viewjob?jk=1ab2e66cbaffde89,디지털미디어/영상관리/영상변환 엔지니어 - 글로벌 OTT서비스 기업,서울 강남구,게임>멀티미디어(동영상·음향)>코덱·인코딩|인터넷·IT·통신·모바일·게임>멀티미디어(동영상·음향)>멀티미디어기획|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=02ec96beb3baaffb,Python Developer (Internal Product),서울 강남구,합류하게 될 팀에 대해 알려드려요토스의 Python Developer는 팀 또는... 데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷...
https://kr.indeed.com/viewjob?jk=0c067de742005bfc,Associate Software Engineer (AvionX),서울,"software coding more than 1+ software languages (e.g. C, C++, Python, model based engineering and so on) Proper English..."
https://kr.indeed.com/viewjob?jk=055c0d822d5306c9,각 부문 필드엔지니어,서울 중구,인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>ERP·시스템...
https://kr.indeed.com/viewjob?jk=efbdc992a27a51ca,웹프로그래머 (FrontEnd) 기업부설연구소 연구원 #python #js #FullStack #모바일,서울 용산구,"데이터 수집, 분석 및 가공 에 관련된 프로그램 개발 ( Python) REST API개발( Python)# 우대사항 javascript 개발경험 필수 python 개발 유경험자 우대 Android, iOS 개발 유경험자 우대..."
https://kr.indeed.com/viewjob?jk=970033f2d54dd370,Datacenter Engineer,서울,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
https://kr.indeed.com/viewjob?jk=58bd4ff93649a8fe,CTI 분석 경력직,성남 분당구,접수방법... Careers ( 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>컴퓨터보안
https://kr.indeed.com/viewjob?jk=de6547a5f2894d76,리서치(사회조사/마케팅/시장조사) 연구원 신입/경력 정규직,서울 성동구,"PowerPoint 이용 문서작성 능숙자 SPSS, AMOS, R, Python 등 관련 툴 사용 가능자 주식회사 리서치앤유 리서치(사회조사/마케팅... 숙자SPSS, AMOS, R, Python 등 관련 툴 사용 가능자 1 명..."
https://kr.indeed.com/viewjob?jk=09562786e8554cd5,컴퓨터비전 개발자 경력 정규직,서울 성동구,바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++
https://kr.indeed.com/viewjob?jk=d158e683dc0b7500,파이썬 개발자 초중급 이상,서울 서초구,전형 접수방법 채용시 접수방법: 인크루트 채용시스템 접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=1e7271e69ef269da,"JAVA, Python, R, C, C++ 외 신입/경력 개발자 정규직",서울 강남구,"(주)이지서티 JAVA, Python, C, C++, C#임베디드... 게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트 ART,서울,3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험 Electronic...
https://kr.indeed.com/viewjob?jk=fc93d092cb227b38,신입/경력사원,서울 마곡역,"Fi/BLE, ZigBee, LoRa 프로토콜 개발 및 디버깅 [경험/역량] - C/C++(필수), Python 경험 - 개발 경험(Field 이슈 해결 경험 보유 시 우대) · WiFi/BLE 등 Connectivity..."
https://kr.indeed.com/viewjob?jk=d05ef478cc8a9f08,MongoDB 담당자 영입,성남 분당구,자세히 보기- 카카오페이 크루가 일하는 방법 자세히 보기- 카카오페이 문화에 대해 더 알아보기﻿ 인터넷·IT·통신·모바일·게임>데이터베이스·DBA>Oracle DB|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=5b94564df8d37e65,AI 비정형 모델 개발,서울 영등포구,"분석 혹은 ML 모델링 관련 실무경력 2년 이상(※ 관련전공 : 컴퓨터공학, 수학, 통계, 산업공학 등) ● Python 및 PyTroch, Keras, Tensorflow 등 ML framework 숙련자 ● git 숙련자..."
https://kr.indeed.com/viewjob?jk=c52766afe00c8d63,[TmaxOS/R&D] OS부문 개발자,성남 분당구,솔루션 개발 [주 사용 언어] - C/C++ - JavaScript/TypeScript - Java - Python 자격요건 (공통) 해외 여행에 결격 사유가 없는 자 - 4년제 대졸(학사) 이상 / 기졸업자 또는 23년...
https://kr.indeed.com/viewjob?jk=79bc4c744fd362a4,Software Engineer (Connected Cabin),서울,"C, C++, Java, Python, and so on) Strong... Object Oriented Languages: C++, Java, Python, etc. Knowledge of Continuous..."
https://kr.indeed.com/viewjob?jk=244017684ac76c13,[통합 커머스 플랫폼] STT 개발,서울 동작구,개발 경험자 • Kafka/Spark 개발 경험자 • Scala / Python 개발 유경험자 커리어라임즈 [통합 커머스 플랫폼] STT 개발 모집부... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=0cb4a784529cb1b8,Software Engineer,서울,"languages, including... limited to: C++, Java, C, and Python. Excellent verbal and written communication skills. About..."
https://kr.indeed.com/viewjob?jk=1d78085e973ecd3c,[TmaxEdu/R&D] 연구 개발자,성남 분당구,"CSS, JavaScript, TypeScript [Server 개발(사용 언어)] - Java, Python, SQL [Framework(사용 언어)] - React.js, Spring [입사 지원 시 참고 사항..."
https://kr.indeed.com/viewjob?jk=2642a83874ea6bab,"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=866931bc7d56ecec,플랫폼 콘텐츠 품질 관리자,서울 서초구,"미지 파일 이름 일괄 변환, 조건부 추출)- Chatbot 처리 결과 데이터 가공 자동화 [자격 요건]- Python, Java 등 프로그래밍을 할 수 있는 분- 데이터 추출, 변환, 분석, 학습 등의 과정을 통해 업무 효율..."
https://kr.indeed.com/viewjob?jk=a91e307a449bbf1f,"Charging Operations Specialist, APAC Charging (English Speak...",서울 강남구,"Data science experience including coding/scripting skills ( Python/Ruby/JS/Perl... plus. Collaborative, team oriented..."
https://kr.indeed.com/viewjob?jk=e13c32ba4eff23da,패션고 추천모델링 연구 개발,성남 판교역,"튜닝, AB테스트, 결과 해석 등) - 리눅스 환경에서 머신 러닝 및 데이터 분석 관련 언어, 라이브러리( Python, R, SQL, tensorflow 등) 능숙한 활용 - 통계, 머신 러닝 등 관련 분야(통계학,산업..."
https://kr.indeed.com/viewjob?jk=b22adf00b47eaa32,AI Research Engineer,서울,"PyTorch, Caffe, and MxNet - Strong programming skills with Python and C/C++ - Experiences in programming and testing in Linux..."
https://kr.indeed.com/viewjob?jk=ebc91f139cafa428,HR 데이터레이크 운영자,서울 중구,대시보드 구축 경험필요역량- ELK에 대한 이해를 바탕으로 데이터 간 관계를 이해 및 실행가능- Java/ Python/SQL 기반 Server to Server Programing 개발/운영- JIRA/CONFLUENCE...
https://kr.indeed.com/viewjob?jk=03f625f589eadd1e,AI 챗봇 백엔드 JAVA 개발자(5개월/서초구),서울,API|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>ERP·시스...
https://kr.indeed.com/viewjob?jk=7053ff070e1ebb55,데이터 분석 신입/경력 정규직,서울,"분 - 통계 전공 및 SQL, Python 경험자 우대 콘센트릭스서비스코리... 바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=21a968652918907e,소프트웨어(SW) 개발,서울 영등포구,통신·모바일·게임>빅데이터·AI(인공지능)>비전인식|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=df5ab705f3a414ee,"Sr. Application Architect, Professional Services",서울,"C#, Swift, Node.js, Python, Go, or Ruby... JavaScript, C / C ++, C #, Swift, Node.js, Python, Go 또는 Ruby 중 두 개 이상의 언어를 활용한 코딩..."
https://kr.indeed.com/viewjob?jk=e742db63ad7e269f,프론트엔드 개발자/디자이너/기획/마케터 정직원,성남 수정구,JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HDML|인터넷·IT·통신·모바일·게임>웹프로그래머>APM|인터넷...
https://kr.indeed.com/viewjob?jk=8b89b0c903e7be72,리테일영업팀,서울 강남구,유통·물류·운송·운전>유통·상품기획·MD>리테일MD|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI...
https://kr.indeed.com/viewjob?jk=6d389529bece608b,자동차 전장 Security 분야 전문가,서울 강서구,식에 대한 이해 - Linux 사용 경험 보유 (1년 이상) - Shell Scripting 제작 또는 Python Programming 경험 2. 우대사항 - SDL (Security Development Lifecycle...
https://kr.indeed.com/viewjob?jk=6d42c5e45b3339bd,"AI 솔루션, 백엔드 개발자 신입/경력 정규직",서울 서초구,"ㆍ학력사항 : 대학교(4년, 이공계 전공무관) 졸업 이상ㆍ직무기술 : Python 개발에 흥미가 있는 분[우대사항]ㆍSW 개발 실무 경험자ㆍ백엔드... 백엔드|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
https://kr.indeed.com/viewjob?jk=8d82ffc3587320ea,ML/DL Data Scientist,서울 영등포구,"Kubernetes 기반 ML 파이프라인 개발/서비스 경험 - AWS, K8S 환경 내 모델링/개발 경험 - Python 프로그래밍 숙련자 (주요 ML/DL 라이브러리, 프레임워크 사용 능력 포함) - 딥러닝 기술 현업 적용..."
https://kr.indeed.com/viewjob?jk=0920302256231f43,[대명소노그룹] 부문별 신입/경력 인재,서울 송파구,로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머...
https://kr.indeed.com/viewjob?jk=e2fa538d5fd48fd4,[악성코드/네트워크] 2022년 AI보안 기술개발 인력양성과정 교육생,서울,프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>EJB|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머...
https://kr.indeed.com/viewjob?jk=586222733a778a35,AI/ML 엔지니어 (경력),서울 강남구,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=bf424cfbae442361,"웹개발, HTML·DHTML·mHTML 외 신입/경력 계약직",세종특별자치시 세종,통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=f54bac6c78fd3240,코딩에 빠진 수퍼 개발자 (펌웨어 개발),성남 수정구,"학력무관직무기술: 펌웨어(Firmware), Embedded System S/W 개발(판교) c/c++, Python 3 명 근무조건 고용형태: 정규직근무부서: 개발팀급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단..."
https://kr.indeed.com/viewjob?jk=96ac9cf46a0e5c09,플랫폼사업팀 로봇 응용 S/W 개발자(경력),성남 분당구,"C++, Python, ROS[주요업무] 인터넷·IT·통신·모바일·게임>응용프로그래머>로봇소프트웨어개발자|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=1399ee2f387a27dd,카카오 전체의 계정 플랫폼을 만들 서버개발자 모집,성남 판교역,"를 사용한 웹어플리케이션 개발 하둡 에코시스템을 활용한 대용량 데이터 처리 Ruby on Rails, Python 을 사용한 개발 Kafka, Redis, Elastic Search 등을 활용한 개발 함께 성장하고 싶다면..."
https://kr.indeed.com/viewjob?jk=44f52ea73a6d25da,기술 문서 작성 전문가,성남 분당구,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
